,precision,recall,f1-score,support
defect,0.967741935483871,0.8695652173913043,0.916030534351145,69.0
non_defect,0.881578947368421,0.9710144927536232,0.9241379310344827,69.0
accuracy,0.9202898550724637,0.9202898550724637,0.9202898550724637,0.9202898550724637
macro avg,0.924660441426146,0.9202898550724637,0.9200842326928138,138.0
weighted avg,0.924660441426146,0.9202898550724637,0.9200842326928139,138.0
