,precision,recall,f1-score,support
defect,0.9836065573770492,0.8695652173913043,0.9230769230769231,69.0
non_defect,0.8831168831168831,0.9855072463768116,0.9315068493150684,69.0
accuracy,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
macro avg,0.9333617202469662,0.927536231884058,0.9272918861959958,138.0
weighted avg,0.9333617202469662,0.927536231884058,0.9272918861959958,138.0
