model_name,accuracy,precision,recall,f1
cnn_selu,0.6304347826086957,0.575,1.0,0.7301587301587301
cnn_gelu,0.6231884057971014,0.5702479338842975,1.0,0.7263157894736841
cnn_elu,0.5362318840579711,0.518796992481203,1.0,0.6831683168316832
cnn_leaky_relu,0.5289855072463768,0.5149253731343284,1.0,0.6798029556650247
cnn_relu,0.5072463768115942,0.5128205128205128,0.2898550724637681,0.37037037037037035
