,precision,recall,f1-score,support
defect,0.5050505050505051,0.7246376811594203,0.5952380952380952,69.0
non_defect,0.5128205128205128,0.2898550724637681,0.37037037037037035,69.0
accuracy,0.5072463768115942,0.5072463768115942,0.5072463768115942,0.5072463768115942
macro avg,0.508935508935509,0.5072463768115942,0.4828042328042328,138.0
weighted avg,0.5089355089355089,0.5072463768115942,0.4828042328042328,138.0
