model_name,accuracy,precision,recall,f1
cnn_gelu,0.6231884057971014,0.5702479338842975,1.0,0.7263157894736841
cnn_selu,0.6159420289855072,0.5655737704918032,1.0,0.7225130890052355
cnn_leaky_relu,0.5507246376811594,0.5267175572519084,1.0,0.6900000000000001
cnn_relu,0.5362318840579711,0.518796992481203,1.0,0.6831683168316832
cnn_elu,0.5362318840579711,0.518796992481203,1.0,0.6831683168316832
