,precision,recall,f1-score,support
defect,1.0,0.2608695652173913,0.41379310344827586,69.0
non_defect,0.575,1.0,0.7301587301587301,69.0
accuracy,0.6304347826086957,0.6304347826086957,0.6304347826086957,0.6304347826086957
macro avg,0.7875,0.6304347826086957,0.571975916803503,138.0
weighted avg,0.7875,0.6304347826086957,0.571975916803503,138.0
