,precision,recall,f1-score,support
defect,1.0,0.2318840579710145,0.3764705882352941,69.0
non_defect,0.5655737704918032,1.0,0.7225130890052356,69.0
accuracy,0.6159420289855072,0.6159420289855072,0.6159420289855072,0.6159420289855072
macro avg,0.7827868852459017,0.6159420289855072,0.5494918386202648,138.0
weighted avg,0.7827868852459016,0.6159420289855072,0.5494918386202648,138.0
