,precision,recall,f1-score,support
defect,1.0,0.36231884057971014,0.5319148936170213,69.0
non_defect,0.6106194690265486,1.0,0.7582417582417582,69.0
accuracy,0.6811594202898551,0.6811594202898551,0.6811594202898551,0.6811594202898551
macro avg,0.8053097345132743,0.6811594202898551,0.6450783259293897,138.0
weighted avg,0.8053097345132744,0.6811594202898551,0.6450783259293897,138.0
