,precision,recall,f1-score,support
defect,0.9622641509433962,0.7391304347826086,0.8360655737704918,69.0
non_defect,0.788235294117647,0.9710144927536232,0.8701298701298701,69.0
accuracy,0.855072463768116,0.855072463768116,0.855072463768116,0.855072463768116
macro avg,0.8752497225305216,0.855072463768116,0.853097721950181,138.0
weighted avg,0.8752497225305217,0.855072463768116,0.853097721950181,138.0
