model_name,accuracy,precision,recall,f1
nelder_mead,0.4855072463768116,0.4915254237288136,0.8405797101449275,0.6203208556149732
sgd,0.7463768115942029,0.7236842105263158,0.7971014492753623,0.7586206896551724
adam,0.8405797101449275,0.8133333333333334,0.8840579710144928,0.8472222222222223
lbfgs,0.782608695652174,0.8095238095238095,0.7391304347826086,0.7727272727272727
