,precision,recall,f1-score,support
defect,0.9242424242424242,0.8840579710144928,0.9037037037037037,69.0
non_defect,0.8888888888888888,0.927536231884058,0.9078014184397163,69.0
accuracy,0.9057971014492754,0.9057971014492754,0.9057971014492754,0.9057971014492754
macro avg,0.9065656565656566,0.9057971014492754,0.90575256107171,138.0
weighted avg,0.9065656565656565,0.9057971014492754,0.90575256107171,138.0
