,precision,recall,f1-score,support
defect,0.9523809523809523,0.8695652173913043,0.9090909090909091,69.0
non_defect,0.88,0.9565217391304348,0.9166666666666666,69.0
accuracy,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695
macro avg,0.9161904761904762,0.9130434782608696,0.9128787878787878,138.0
weighted avg,0.9161904761904761,0.9130434782608695,0.9128787878787878,138.0
