,precision,recall,f1-score,support
defect,0.9333333333333333,0.8115942028985508,0.8682170542635659,69.0
non_defect,0.8333333333333334,0.9420289855072463,0.8843537414965986,69.0
accuracy,0.8768115942028986,0.8768115942028986,0.8768115942028986,0.8768115942028986
macro avg,0.8833333333333333,0.8768115942028986,0.8762853978800822,138.0
weighted avg,0.8833333333333334,0.8768115942028986,0.8762853978800822,138.0
