,precision,recall,f1-score,support
defect,0.9384615384615385,0.8840579710144928,0.9104477611940298,69.0
non_defect,0.8904109589041096,0.9420289855072463,0.9154929577464789,69.0
accuracy,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695
macro avg,0.914436248682824,0.9130434782608696,0.9129703594702543,138.0
weighted avg,0.914436248682824,0.9130434782608695,0.9129703594702543,138.0
