,precision,recall,f1-score,support
defect,1.0,0.927536231884058,0.9624060150375939,69.0
non_defect,0.9324324324324325,1.0,0.965034965034965,69.0
accuracy,0.9637681159420289,0.9637681159420289,0.9637681159420289,0.9637681159420289
macro avg,0.9662162162162162,0.963768115942029,0.9637204900362795,138.0
weighted avg,0.9662162162162162,0.9637681159420289,0.9637204900362796,138.0
