model_name,accuracy,precision,recall,f1
mobilenet_leaky_relu,0.9202898550724637,0.8918918918918919,0.9565217391304348,0.9230769230769231
mobilenet_relu,0.9130434782608695,0.88,0.9565217391304348,0.9166666666666666
mobilenet_gelu,0.9057971014492754,0.8888888888888888,0.927536231884058,0.9078014184397163
mobilenet_selu,0.8695652173913043,0.8311688311688312,0.927536231884058,0.8767123287671235
mobilenet_elu,0.8623188405797102,0.8048780487804879,0.9565217391304348,0.8741721854304637
