,precision,recall,f1-score,support
defect,0.9402985074626866,0.9130434782608695,0.9264705882352942,69.0
non_defect,0.9154929577464789,0.9420289855072463,0.9285714285714286,69.0
accuracy,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
macro avg,0.9278957326045827,0.9275362318840579,0.9275210084033614,138.0
weighted avg,0.9278957326045827,0.927536231884058,0.9275210084033613,138.0
