train_loss,val_loss,train_acc,val_acc
0.5607459595268804,0.3694583749857502,0.7060041407867494,0.8405797101449275
0.3557736773668609,0.22603706346041913,0.8302277432712215,0.927536231884058
0.37805321103050593,0.1831072417722232,0.8426501035196687,0.9420289855072463
0.3244804720207278,0.13539190892724023,0.8674948240165632,0.9710144927536232
0.241881727678682,0.14506376091984735,0.9006211180124224,0.9710144927536232
0.24300835357196088,0.14462722470794898,0.9047619047619048,0.9565217391304348
0.279521043503013,0.10059983488442241,0.8923395445134575,0.9710144927536232
0.24462566766926466,0.19968367529952008,0.9047619047619048,0.9565217391304348
0.18593948684617354,0.1161426977402922,0.9233954451345756,0.9710144927536232
0.19975679094746987,0.15313902799633966,0.9192546583850931,0.9710144927536232
0.2214436355831707,0.15116074681282043,0.9109730848861284,0.9710144927536232
0.18187947037550728,0.1319020453138628,0.9440993788819876,0.9710144927536232
0.19365616867176064,0.12761985413406207,0.937888198757764,0.9855072463768116
