,precision,recall,f1-score,support
defect,1.0,0.9420289855072463,0.9701492537313433,69.0
non_defect,0.9452054794520548,1.0,0.971830985915493,69.0
accuracy,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232
macro avg,0.9726027397260274,0.9710144927536232,0.9709901198234181,138.0
weighted avg,0.9726027397260274,0.9710144927536232,0.9709901198234181,138.0
