,precision,recall,f1-score,support
defect,0.9841269841269841,0.8985507246376812,0.9393939393939394,69.0
non_defect,0.9066666666666666,0.9855072463768116,0.9444444444444444,69.0
accuracy,0.9420289855072463,0.9420289855072463,0.9420289855072463,0.9420289855072463
macro avg,0.9453968253968253,0.9420289855072463,0.9419191919191919,138.0
weighted avg,0.9453968253968253,0.9420289855072463,0.941919191919192,138.0
