train_loss,val_loss,train_acc,val_acc
0.5125656287739242,0.624707503595214,0.7370600414078675,0.5797101449275363
0.323603106643349,0.4518162895371948,0.8571428571428571,0.7391304347826086
0.29512784347771115,0.31056250567021576,0.8840579710144928,0.9130434782608695
0.26194315908118065,0.48413038426551264,0.906832298136646,0.7391304347826086
0.21944867774813318,0.31615716899218765,0.9089026915113871,0.855072463768116
0.25338416069931124,0.25562715357628424,0.9026915113871635,0.927536231884058
0.2686443061068438,0.1913545789817969,0.8964803312629399,0.9130434782608695
0.18595396006946485,0.19494135262093681,0.9337474120082816,0.927536231884058
0.19005791771979558,0.19552070426120274,0.9254658385093167,0.9130434782608695
0.20468716918805124,0.24804337133747945,0.8985507246376812,0.9130434782608695
0.1927627202269947,0.2961511876218129,0.917184265010352,0.8840579710144928
0.17440992322274124,0.20498453188633572,0.9337474120082816,0.927536231884058
0.17331568297484648,0.1907290768796119,0.9296066252587992,0.9130434782608695
0.17016708233835287,0.20276704309103283,0.9316770186335404,0.9130434782608695
0.18728572599142482,0.19625352266366067,0.937888198757764,0.927536231884058
0.14335744918996995,0.23324894891592904,0.9461697722567288,0.8985507246376812
0.14712654100441785,0.22235691676969113,0.9440993788819876,0.9130434782608695
0.15020979788177502,0.22479732099758543,0.937888198757764,0.9130434782608695
0.17721913566747313,0.22872282105052602,0.9440993788819876,0.9130434782608695
0.1581380169830954,0.14545591413110925,0.9399585921325052,0.9710144927536232
0.15883004591331717,0.14484589563115782,0.9399585921325052,0.9420289855072463
0.16589918689451355,0.15617611383398375,0.937888198757764,0.9565217391304348
0.12566576355115722,0.1410936078299647,0.968944099378882,0.9710144927536232
0.11304725494474852,0.1951557272721244,0.9648033126293996,0.9130434782608695
0.13177026724963456,0.13258240042605263,0.9565217391304348,0.9710144927536232
0.133061533585561,0.15199611616739328,0.94824016563147,0.9855072463768116
0.1557859928958411,0.14308886213795,0.9399585921325052,0.9855072463768116
0.13200790356405034,0.1677260762485473,0.94824016563147,0.9710144927536232
0.14696496614017843,0.19014470951388712,0.9503105590062112,0.9565217391304348
0.11538726728463518,0.170904864165662,0.9585921325051759,0.9565217391304348
0.12795293183060166,0.15678014482061067,0.9627329192546584,0.9710144927536232
0.12986414716048764,0.21184413186341955,0.9585921325051759,0.9420289855072463
0.0930585068521354,0.24624920572977568,0.9668737060041408,0.8985507246376812
0.1289653358846039,0.2020320015001124,0.9565217391304348,0.927536231884058
0.12718967737448758,0.1692805761012478,0.9565217391304348,0.9565217391304348
0.12944687400051771,0.17353587719085423,0.9606625258799172,0.9565217391304348
0.13426539813039157,0.16735750809311867,0.9503105590062112,0.9565217391304348
