,precision,recall,f1-score,support
defect,0.9545454545454546,0.9130434782608695,0.9333333333333333,69.0
non_defect,0.9166666666666666,0.9565217391304348,0.9361702127659575,69.0
accuracy,0.9347826086956522,0.9347826086956522,0.9347826086956522,0.9347826086956522
macro avg,0.9356060606060606,0.9347826086956521,0.9347517730496454,138.0
weighted avg,0.9356060606060607,0.9347826086956522,0.9347517730496456,138.0
