model_name,accuracy,precision,recall,f1
mobilenet_gelu,0.9710144927536232,1.0,0.9420289855072463,0.9701492537313433
mobilenet_relu,0.9637681159420289,1.0,0.927536231884058,0.9624060150375939
mobilenet_leaky_relu,0.9565217391304348,1.0,0.9130434782608695,0.9545454545454545
mobilenet_selu,0.9420289855072463,1.0,0.8840579710144928,0.9384615384615386
mobilenet_elu,0.9130434782608695,1.0,0.8260869565217391,0.9047619047619047
