,precision,recall,f1-score,support
defect,0.76,0.8260869565217391,0.7916666666666666,69.0
non_defect,0.8095238095238095,0.7391304347826086,0.7727272727272727,69.0
accuracy,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174
macro avg,0.7847619047619048,0.7826086956521738,0.7821969696969697,138.0
weighted avg,0.7847619047619048,0.782608695652174,0.7821969696969696,138.0
