,precision,recall,f1-score,support
defect,1.0,0.057971014492753624,0.1095890410958904,69.0
non_defect,0.5149253731343284,1.0,0.6798029556650246,69.0
accuracy,0.5289855072463768,0.5289855072463768,0.5289855072463768,0.5289855072463768
macro avg,0.7574626865671642,0.5289855072463768,0.3946959983804575,138.0
weighted avg,0.7574626865671642,0.5289855072463768,0.3946959983804575,138.0
