model_name,accuracy,precision,recall,f1
mobilenet_relu,0.9347826086956522,0.9838709677419355,0.8840579710144928,0.9312977099236642
mobilenet_leaky_relu,0.927536231884058,0.9836065573770492,0.8695652173913043,0.923076923076923
mobilenet_gelu,0.9202898550724637,0.967741935483871,0.8695652173913043,0.9160305343511451
mobilenet_selu,0.8768115942028986,0.9333333333333333,0.8115942028985508,0.8682170542635659
mobilenet_elu,0.8623188405797102,0.9464285714285714,0.7681159420289855,0.848
