train_loss,val_loss,train_acc,val_acc
0.5823870269161328,0.6388676231322081,0.6956521739130435,0.5942028985507246
0.38533953458502673,0.5013309397559235,0.8426501035196687,0.7246376811594203
0.34484394650528394,0.38510056552679645,0.8405797101449275,0.8985507246376812
0.31643481419940417,0.3346061110496521,0.8799171842650103,0.927536231884058
0.25072579810831613,0.32696054562710336,0.9047619047619048,0.8695652173913043
0.25657153351706746,0.25630083680152893,0.8861283643892339,0.9565217391304348
0.20267380067527171,0.2673871828162152,0.9420289855072463,0.9420289855072463
0.20088340886569664,0.2266726567261461,0.9316770186335404,0.9565217391304348
0.20978668153162575,0.2476388873613399,0.9254658385093167,0.8985507246376812
0.16359199192490637,0.20957911576049915,0.9461697722567288,0.9420289855072463
0.17531567307547752,0.17699888640123865,0.9358178053830227,0.9565217391304348
0.1833841618050206,0.14696889359881912,0.9316770186335404,0.9710144927536232
0.15579346533455957,0.17901076138883398,0.9420289855072463,0.9710144927536232
0.17650326946846692,0.1346199540556341,0.937888198757764,0.9855072463768116
0.1723763628652624,0.12665489208007205,0.9358178053830227,0.9855072463768116
0.15182400675293822,0.11909104386965434,0.9544513457556936,0.9855072463768116
0.15278424993620154,0.13945443086002185,0.9523809523809523,0.9710144927536232
0.12995819929470434,0.15173951536417007,0.9648033126293996,0.9710144927536232
0.13819697431402422,0.1290959500964137,0.9565217391304348,0.9855072463768116
0.15751472639988173,0.1285879846284355,0.9585921325051759,0.9855072463768116
0.13954738936315658,0.1166251880535181,0.9544513457556936,0.9710144927536232
0.12275634348145677,0.10496827776449313,0.9585921325051759,0.9855072463768116
0.1379122306162773,0.11240619906912679,0.9544513457556936,0.9855072463768116
0.13800941219487792,0.1211032872830612,0.9585921325051759,0.9565217391304348
0.17600292004413487,0.09858377121280933,0.9296066252587992,0.9855072463768116
0.15479533518539207,0.09510287604686143,0.9420289855072463,0.9855072463768116
0.12259602842864042,0.10655267147914223,0.9606625258799172,0.9855072463768116
0.1102868151960906,0.09611647559896759,0.9627329192546584,0.9855072463768116
0.13284601322828365,0.09574937825833542,0.9523809523809523,0.9855072463768116
0.11658191690163583,0.10336793959140778,0.9627329192546584,0.9855072463768116
0.11400910866433296,0.1036161547391743,0.9648033126293996,0.9855072463768116
0.11666661411462116,0.1133665148762689,0.9544513457556936,0.9710144927536232
0.1192405545239493,0.09895371051802151,0.9627329192546584,0.9710144927536232
0.1435292421167188,0.09517957286342331,0.9585921325051759,0.9855072463768116
0.10573080555375812,0.10666784633328949,0.9627329192546584,0.9855072463768116
0.11622869823413359,0.10552858777236247,0.9648033126293996,0.9710144927536232
0.09678748260419931,0.11174971302566321,0.968944099378882,0.9710144927536232
0.10825966295495043,0.10400075055118921,0.9627329192546584,0.9710144927536232
