model_name,accuracy,precision,recall,f1
mobilenet_selu,0.9492753623188406,0.9078947368421053,1.0,0.9517241379310345
mobilenet_relu,0.9420289855072463,0.9066666666666666,0.9855072463768116,0.9444444444444444
mobilenet_leaky_relu,0.9347826086956522,0.8846153846153846,1.0,0.9387755102040816
mobilenet_gelu,0.9130434782608695,0.8518518518518519,1.0,0.92
mobilenet_elu,0.8985507246376812,0.8395061728395061,0.9855072463768116,0.9066666666666666
