,precision,recall,f1-score,support
defect,0.7741935483870968,0.6956521739130435,0.732824427480916,69.0
non_defect,0.7236842105263158,0.7971014492753623,0.7586206896551724,69.0
accuracy,0.7463768115942029,0.7463768115942029,0.7463768115942029,0.7463768115942029
macro avg,0.7489388794567062,0.7463768115942029,0.7457225585680443,138.0
weighted avg,0.7489388794567063,0.7463768115942029,0.7457225585680443,138.0
