mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__learning_rate_init,param_clf__hidden_layer_sizes,param_clf__alpha,param_clf__activation,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
4.805577278137207,0.0,0.007350921630859375,0.0,0.0005,"(256,)",1e-05,relu,"{'clf__learning_rate_init': 0.0005, 'clf__hidden_layer_sizes': (256,), 'clf__alpha': 1e-05, 'clf__activation': 'relu'}",0.8543074324324325,0.8543074324324325,0.0,1
3.7214839458465576,0.0,0.009638309478759766,0.0,0.001,"(128,)",0.001,tanh,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (128,), 'clf__alpha': 0.001, 'clf__activation': 'tanh'}",0.7051282051282051,0.7051282051282051,0.0,10
6.109314203262329,0.0,0.004689931869506836,0.0,0.0001,"(128, 64)",0.0001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128, 64), 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.723709167544784,0.723709167544784,0.0,6
4.198875427246094,0.0,0.006030559539794922,0.0,0.0001,"(128,)",1e-05,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128,), 'clf__alpha': 1e-05, 'clf__activation': 'relu'}",0.7095959595959596,0.7095959595959596,0.0,7
4.663245916366577,0.0,0.009088993072509766,0.0,0.0005,"(256,)",0.001,relu,"{'clf__learning_rate_init': 0.0005, 'clf__hidden_layer_sizes': (256,), 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.8543074324324325,0.8543074324324325,0.0,1
4.244845390319824,0.0,0.007794857025146484,0.0,0.001,"(128,)",0.0001,tanh,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (128,), 'clf__alpha': 0.0001, 'clf__activation': 'tanh'}",0.7051282051282051,0.7051282051282051,0.0,10
5.286839485168457,0.0,0.0075473785400390625,0.0,0.0005,"(256, 128)",1e-05,relu,"{'clf__learning_rate_init': 0.0005, 'clf__hidden_layer_sizes': (256, 128), 'clf__alpha': 1e-05, 'clf__activation': 'relu'}",0.7918103448275862,0.7918103448275862,0.0,4
5.3730409145355225,0.0,0.007757902145385742,0.0,0.0005,"(256, 128)",0.001,relu,"{'clf__learning_rate_init': 0.0005, 'clf__hidden_layer_sizes': (256, 128), 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.7246376811594203,0.7246376811594203,0.0,5
4.552780389785767,0.0,0.005700826644897461,0.0,0.0001,"(128,)",0.0001,relu,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128,), 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.7095959595959596,0.7095959595959596,0.0,7
3.6594443321228027,0.0,0.007406949996948242,0.0,0.0001,"(128, 64)",0.0001,tanh,"{'clf__learning_rate_init': 0.0001, 'clf__hidden_layer_sizes': (128, 64), 'clf__alpha': 0.0001, 'clf__activation': 'tanh'}",0.7086148648648649,0.7086148648648649,0.0,9
6.167346477508545,0.0,0.006351470947265625,0.0,0.001,"(256, 128)",1e-05,tanh,"{'clf__learning_rate_init': 0.001, 'clf__hidden_layer_sizes': (256, 128), 'clf__alpha': 1e-05, 'clf__activation': 'tanh'}",0.7935897435897437,0.7935897435897437,0.0,3
3.2131364345550537,0.0,0.00837850570678711,0.0,0.0005,"(128, 64)",0.001,relu,"{'clf__learning_rate_init': 0.0005, 'clf__hidden_layer_sizes': (128, 64), 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.6794763513513513,0.6794763513513513,0.0,12
