,precision,recall,f1-score,support
defect,0.873015873015873,0.7971014492753623,0.8333333333333334,69.0
non_defect,0.8133333333333334,0.8840579710144928,0.8472222222222222,69.0
accuracy,0.8405797101449275,0.8405797101449275,0.8405797101449275,0.8405797101449275
macro avg,0.8431746031746032,0.8405797101449275,0.8402777777777778,138.0
weighted avg,0.8431746031746032,0.8405797101449275,0.8402777777777779,138.0
