,precision,recall,f1-score,support
defect,1.0,0.8260869565217391,0.9047619047619048,69.0
non_defect,0.8518518518518519,1.0,0.92,69.0
accuracy,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695
macro avg,0.9259259259259259,0.9130434782608696,0.9123809523809524,138.0
weighted avg,0.9259259259259259,0.9130434782608695,0.9123809523809524,138.0
