model_name,accuracy,precision,recall,f1
hog_svm,0.8478260869565217,0.9137931034482759,0.7681159420289855,0.8346456692913385
hog_mlp,0.8405797101449275,0.9272727272727272,0.7391304347826086,0.8225806451612904
